loc,department,id,plantingDateMean,harvestingDateMean
1,Kolda,pd3,213,343
2,Kolda,pd3,213,343
3,Kolda,pd3,213,343
4,Kolda,pd3,213,343
5,Kolda,pd3,213,343
1,Kolda,pd3,213,343
2,Kolda,pd3,213,343
3,Kolda,pd3,213,343
4,Kolda,pd3,213,343
5,Kolda,pd3,213,343
1,Kolda,pd3,213,343
2,Kolda,pd3,213,343
3,Kolda,pd3,213,343
4,Kolda,pd3,213,343
5,Kolda,pd3,213,343
1,Kaffrine,pd1,172,255
2,Kaffrine,pd1,172,255
3,Kaffrine,pd1,172,255
4,Kaffrine,pd1,172,255
5,Kaffrine,pd1,172,255
1,Kaffrine,pd1,172,255
2,Kaffrine,pd1,172,255
3,Kaffrine,pd1,172,255
4,Kaffrine,pd1,172,255
5,Kaffrine,pd1,172,255
1,Kaffrine,pd1,172,255
2,Kaffrine,pd1,172,255
3,Kaffrine,pd1,172,255
4,Kaffrine,pd1,172,255
5,Kaffrine,pd1,172,255
1,Kaffrine,pd1,172,255
2,Kaffrine,pd1,172,255
3,Kaffrine,pd1,172,255
4,Kaffrine,pd1,172,255
5,Kaffrine,pd1,172,255
1,Kaffrine,pd1,172,255
2,Kaffrine,pd1,172,255
3,Kaffrine,pd1,172,255
4,Kaffrine,pd1,172,255
5,Kaffrine,pd1,172,255
1,Kaffrine,pd1,172,255
2,Kaffrine,pd1,172,255
3,Kaffrine,pd1,172,255
4,Kaffrine,pd1,172,255
5,Kaffrine,pd1,172,255
1,Kaffrine,pd2,207,290
2,Kaffrine,pd2,207,290
3,Kaffrine,pd2,207,290
4,Kaffrine,pd2,207,290
5,Kaffrine,pd2,207,290
1,Kaffrine,pd2,207,290
2,Kaffrine,pd2,207,290
3,Kaffrine,pd2,207,290
4,Kaffrine,pd2,207,290
5,Kaffrine,pd2,207,290
1,Kaffrine,pd2,207,290
2,Kaffrine,pd2,207,290
3,Kaffrine,pd2,207,290
4,Kaffrine,pd2,207,290
5,Kaffrine,pd2,207,290
1,Kaffrine,pd2,207,290
2,Kaffrine,pd2,207,290
3,Kaffrine,pd2,207,290
4,Kaffrine,pd2,207,290
5,Kaffrine,pd2,207,290
1,Kaffrine,pd2,207,290
2,Kaffrine,pd2,207,290
3,Kaffrine,pd2,207,290
4,Kaffrine,pd2,207,290
5,Kaffrine,pd2,207,290
1,Kaffrine,pd2,207,290
2,Kaffrine,pd2,207,290
3,Kaffrine,pd2,207,290
4,Kaffrine,pd2,207,290
5,Kaffrine,pd2,207,290
1,Kaffrine,pd3,228,308
2,Kaffrine,pd3,228,308
3,Kaffrine,pd3,228,308
4,Kaffrine,pd3,228,308
5,Kaffrine,pd3,228,308
1,Kaffrine,pd3,228,308
2,Kaffrine,pd3,228,308
3,Kaffrine,pd3,228,308
4,Kaffrine,pd3,228,308
5,Kaffrine,pd3,228,308
1,Kaffrine,pd3,228,308
2,Kaffrine,pd3,228,308
3,Kaffrine,pd3,228,308
4,Kaffrine,pd3,228,308
5,Kaffrine,pd3,228,308
1,Kaffrine,pd3,228,308
2,Kaffrine,pd3,228,308
3,Kaffrine,pd3,228,308
4,Kaffrine,pd3,228,308
5,Kaffrine,pd3,228,308
1,Kaffrine,pd3,228,308
2,Kaffrine,pd3,228,308
3,Kaffrine,pd3,228,308
4,Kaffrine,pd3,228,308
5,Kaffrine,pd3,228,308
1,Kaffrine,pd3,228,308
2,Kaffrine,pd3,228,308
3,Kaffrine,pd3,228,308
4,Kaffrine,pd3,228,308
5,Kaffrine,pd3,228,308
1,Kaffrine,pd1,175,258
2,Kaffrine,pd1,175,258
3,Kaffrine,pd1,175,258
4,Kaffrine,pd1,175,258
5,Kaffrine,pd1,175,258
1,Kaffrine,pd1,175,258
2,Kaffrine,pd1,175,258
3,Kaffrine,pd1,175,258
4,Kaffrine,pd1,175,258
5,Kaffrine,pd1,175,258
1,Kaffrine,pd1,175,258
2,Kaffrine,pd1,175,258
3,Kaffrine,pd1,175,258
4,Kaffrine,pd1,175,258
5,Kaffrine,pd1,175,258
1,Kaffrine,pd1,175,258
2,Kaffrine,pd1,175,258
3,Kaffrine,pd1,175,258
4,Kaffrine,pd1,175,258
5,Kaffrine,pd1,175,258
1,Kaffrine,pd1,175,258
2,Kaffrine,pd1,175,258
3,Kaffrine,pd1,175,258
4,Kaffrine,pd1,175,258
5,Kaffrine,pd1,175,258
1,Kaffrine,pd1,175,258
2,Kaffrine,pd1,175,258
3,Kaffrine,pd1,175,258
4,Kaffrine,pd1,175,258
5,Kaffrine,pd1,175,258
1,Kaffrine,pd2,210,292
2,Kaffrine,pd2,210,292
3,Kaffrine,pd2,210,292
4,Kaffrine,pd2,210,292
5,Kaffrine,pd2,210,292
1,Kaffrine,pd2,210,292
2,Kaffrine,pd2,210,292
3,Kaffrine,pd2,210,292
4,Kaffrine,pd2,210,292
5,Kaffrine,pd2,210,292
1,Kaffrine,pd2,210,292
2,Kaffrine,pd2,210,292
3,Kaffrine,pd2,210,292
4,Kaffrine,pd2,210,292
5,Kaffrine,pd2,210,292
1,Kaffrine,pd2,210,292
2,Kaffrine,pd2,210,292
3,Kaffrine,pd2,210,292
4,Kaffrine,pd2,210,292
5,Kaffrine,pd2,210,292
1,Kaffrine,pd2,210,292
2,Kaffrine,pd2,210,292
3,Kaffrine,pd2,210,292
4,Kaffrine,pd2,210,292
5,Kaffrine,pd2,210,292
1,Kaffrine,pd2,210,292
2,Kaffrine,pd2,210,292
3,Kaffrine,pd2,210,292
4,Kaffrine,pd2,210,292
5,Kaffrine,pd2,210,292
1,Kaffrine,pd3,230,310
2,Kaffrine,pd3,230,310
3,Kaffrine,pd3,230,310
4,Kaffrine,pd3,230,310
5,Kaffrine,pd3,230,310
1,Kaffrine,pd3,230,310
2,Kaffrine,pd3,230,310
3,Kaffrine,pd3,230,310
4,Kaffrine,pd3,230,310
5,Kaffrine,pd3,230,310
1,Kaffrine,pd3,230,310
2,Kaffrine,pd3,230,310
3,Kaffrine,pd3,230,310
4,Kaffrine,pd3,230,310
5,Kaffrine,pd3,230,310
1,Kaffrine,pd3,230,310
2,Kaffrine,pd3,230,310
3,Kaffrine,pd3,230,310
4,Kaffrine,pd3,230,310
5,Kaffrine,pd3,230,310
1,Kaffrine,pd3,230,310
2,Kaffrine,pd3,230,310
3,Kaffrine,pd3,230,310
4,Kaffrine,pd3,230,310
5,Kaffrine,pd3,230,310
1,Kaffrine,pd3,230,310
2,Kaffrine,pd3,230,310
3,Kaffrine,pd3,230,310
4,Kaffrine,pd3,230,310
5,Kaffrine,pd3,230,310
1,Diourbel,pd1,191,276
2,Diourbel,pd1,191,276
3,Diourbel,pd1,191,276
4,Diourbel,pd1,191,276
5,Diourbel,pd1,191,276
1,Diourbel,pd1,191,276
2,Diourbel,pd1,191,276
3,Diourbel,pd1,191,276
4,Diourbel,pd1,191,276
5,Diourbel,pd1,191,276
1,Diourbel,pd1,191,276
2,Diourbel,pd1,191,276
3,Diourbel,pd1,191,276
4,Diourbel,pd1,191,276
5,Diourbel,pd1,191,276
1,Diourbel,pd1,191,276
2,Diourbel,pd1,191,276
3,Diourbel,pd1,191,276
4,Diourbel,pd1,191,276
5,Diourbel,pd1,191,276
1,Diourbel,pd1,191,276
2,Diourbel,pd1,191,276
3,Diourbel,pd1,191,276
4,Diourbel,pd1,191,276
5,Diourbel,pd1,191,276
1,Diourbel,pd1,191,276
2,Diourbel,pd1,191,276
3,Diourbel,pd1,191,276
4,Diourbel,pd1,191,276
5,Diourbel,pd1,191,276
1,Diourbel,pd2,224,303
2,Diourbel,pd2,224,303
3,Diourbel,pd2,224,303
4,Diourbel,pd2,224,303
5,Diourbel,pd2,224,303
1,Diourbel,pd2,224,303
2,Diourbel,pd2,224,303
3,Diourbel,pd2,224,303
4,Diourbel,pd2,224,303
5,Diourbel,pd2,224,303
1,Diourbel,pd2,224,303
2,Diourbel,pd2,224,303
3,Diourbel,pd2,224,303
4,Diourbel,pd2,224,303
5,Diourbel,pd2,224,303
1,Diourbel,pd2,224,303
2,Diourbel,pd2,224,303
3,Diourbel,pd2,224,303
4,Diourbel,pd2,224,303
5,Diourbel,pd2,224,303
1,Diourbel,pd2,224,303
2,Diourbel,pd2,224,303
3,Diourbel,pd2,224,303
4,Diourbel,pd2,224,303
5,Diourbel,pd2,224,303
1,Diourbel,pd2,224,303
2,Diourbel,pd2,224,303
3,Diourbel,pd2,224,303
4,Diourbel,pd2,224,303
5,Diourbel,pd2,224,303
1,Diourbel,pd3,247,325
2,Diourbel,pd3,247,325
3,Diourbel,pd3,247,325
4,Diourbel,pd3,247,325
5,Diourbel,pd3,247,325
1,Diourbel,pd3,247,325
2,Diourbel,pd3,247,325
3,Diourbel,pd3,247,325
4,Diourbel,pd3,247,325
5,Diourbel,pd3,247,325
1,Diourbel,pd3,247,325
2,Diourbel,pd3,247,325
3,Diourbel,pd3,247,325
4,Diourbel,pd3,247,325
5,Diourbel,pd3,247,325
1,Diourbel,pd3,247,325
2,Diourbel,pd3,247,325
3,Diourbel,pd3,247,325
4,Diourbel,pd3,247,325
5,Diourbel,pd3,247,325
1,Diourbel,pd3,247,325
2,Diourbel,pd3,247,325
3,Diourbel,pd3,247,325
4,Diourbel,pd3,247,325
5,Diourbel,pd3,247,325
1,Diourbel,pd3,247,325
2,Diourbel,pd3,247,325
3,Diourbel,pd3,247,325
4,Diourbel,pd3,247,325
5,Diourbel,pd3,247,325
1,Thies,pd1,192,271
2,Thies,pd1,192,271
3,Thies,pd1,192,271
4,Thies,pd1,192,271
5,Thies,pd1,192,271
1,Thies,pd1,192,271
2,Thies,pd1,192,271
3,Thies,pd1,192,271
4,Thies,pd1,192,271
5,Thies,pd1,192,271
1,Thies,pd1,192,271
2,Thies,pd1,192,271
3,Thies,pd1,192,271
4,Thies,pd1,192,271
5,Thies,pd1,192,271
1,Thies,pd1,192,271
2,Thies,pd1,192,271
3,Thies,pd1,192,271
4,Thies,pd1,192,271
5,Thies,pd1,192,271
1,Thies,pd1,192,271
2,Thies,pd1,192,271
3,Thies,pd1,192,271
4,Thies,pd1,192,271
5,Thies,pd1,192,271
1,Thies,pd1,192,271
2,Thies,pd1,192,271
3,Thies,pd1,192,271
4,Thies,pd1,192,271
5,Thies,pd1,192,271
1,Thies,pd2,228,306
2,Thies,pd2,228,306
3,Thies,pd2,228,306
4,Thies,pd2,228,306
5,Thies,pd2,228,306
1,Thies,pd2,228,306
2,Thies,pd2,228,306
3,Thies,pd2,228,306
4,Thies,pd2,228,306
5,Thies,pd2,228,306
1,Thies,pd2,228,306
2,Thies,pd2,228,306
3,Thies,pd2,228,306
4,Thies,pd2,228,306
5,Thies,pd2,228,306
1,Thies,pd2,228,306
2,Thies,pd2,228,306
3,Thies,pd2,228,306
4,Thies,pd2,228,306
5,Thies,pd2,228,306
1,Thies,pd2,228,306
2,Thies,pd2,228,306
3,Thies,pd2,228,306
4,Thies,pd2,228,306
5,Thies,pd2,228,306
1,Thies,pd2,228,306
2,Thies,pd2,228,306
3,Thies,pd2,228,306
4,Thies,pd2,228,306
5,Thies,pd2,228,306
1,Thies,pd3,251,307
2,Thies,pd3,251,307
3,Thies,pd3,251,307
4,Thies,pd3,251,307
5,Thies,pd3,251,307
1,Thies,pd3,251,307
2,Thies,pd3,251,307
3,Thies,pd3,251,307
4,Thies,pd3,251,307
5,Thies,pd3,251,307
1,Thies,pd3,251,307
2,Thies,pd3,251,307
3,Thies,pd3,251,307
4,Thies,pd3,251,307
5,Thies,pd3,251,307
1,Thies,pd3,251,307
2,Thies,pd3,251,307
3,Thies,pd3,251,307
4,Thies,pd3,251,307
5,Thies,pd3,251,307
1,Thies,pd3,251,307
2,Thies,pd3,251,307
3,Thies,pd3,251,307
4,Thies,pd3,251,307
5,Thies,pd3,251,307
1,Thies,pd3,251,307
2,Thies,pd3,251,307
3,Thies,pd3,251,307
4,Thies,pd3,251,307
5,Thies,pd3,251,307
1,Kolda,pd1,165,286
2,Kolda,pd1,165,286
3,Kolda,pd1,165,286
4,Kolda,pd1,165,286
5,Kolda,pd1,165,286
1,Kolda,pd1,165,286
2,Kolda,pd1,165,286
3,Kolda,pd1,165,286
4,Kolda,pd1,165,286
5,Kolda,pd1,165,286
1,Kolda,pd1,165,286
2,Kolda,pd1,165,286
3,Kolda,pd1,165,286
4,Kolda,pd1,165,286
5,Kolda,pd1,165,286
1,Kolda,pd1,165,286
2,Kolda,pd1,165,286
3,Kolda,pd1,165,286
4,Kolda,pd1,165,286
5,Kolda,pd1,165,286
1,Kolda,pd1,165,286
2,Kolda,pd1,165,286
3,Kolda,pd1,165,286
4,Kolda,pd1,165,286
5,Kolda,pd1,165,286
1,Kolda,pd1,165,286
2,Kolda,pd1,165,286
3,Kolda,pd1,165,286
4,Kolda,pd1,165,286
5,Kolda,pd1,165,286
1,Kolda,pd2,200,315
2,Kolda,pd2,200,315
3,Kolda,pd2,200,315
4,Kolda,pd2,200,315
5,Kolda,pd2,200,315
1,Kolda,pd2,200,315
2,Kolda,pd2,200,315
3,Kolda,pd2,200,315
4,Kolda,pd2,200,315
5,Kolda,pd2,200,315
1,Kolda,pd2,200,315
2,Kolda,pd2,200,315
3,Kolda,pd2,200,315
4,Kolda,pd2,200,315
5,Kolda,pd2,200,315
1,Kolda,pd2,200,315
2,Kolda,pd2,200,315
3,Kolda,pd2,200,315
4,Kolda,pd2,200,315
5,Kolda,pd2,200,315
1,Kolda,pd2,200,315
2,Kolda,pd2,200,315
3,Kolda,pd2,200,315
4,Kolda,pd2,200,315
5,Kolda,pd2,200,315
1,Kolda,pd2,200,315
2,Kolda,pd2,200,315
3,Kolda,pd2,200,315
4,Kolda,pd2,200,315
5,Kolda,pd2,200,315
1,Kolda,pd3,220,336
2,Kolda,pd3,220,336
3,Kolda,pd3,220,336
4,Kolda,pd3,220,336
5,Kolda,pd3,220,336
1,Kolda,pd3,220,336
2,Kolda,pd3,220,336
3,Kolda,pd3,220,336
4,Kolda,pd3,220,336
5,Kolda,pd3,220,336
1,Kolda,pd3,220,336
2,Kolda,pd3,220,336
3,Kolda,pd3,220,336
4,Kolda,pd3,220,336
5,Kolda,pd3,220,336
1,Kolda,pd3,220,336
2,Kolda,pd3,220,336
3,Kolda,pd3,220,336
4,Kolda,pd3,220,336
5,Kolda,pd3,220,336
1,Kolda,pd3,220,336
2,Kolda,pd3,220,336
3,Kolda,pd3,220,336
4,Kolda,pd3,220,336
5,Kolda,pd3,220,336
1,Kolda,pd3,220,336
2,Kolda,pd3,220,336
3,Kolda,pd3,220,336
4,Kolda,pd3,220,336
5,Kolda,pd3,220,336
1,Kaolack,pd1,178,264
2,Kaolack,pd1,178,264
3,Kaolack,pd1,178,264
4,Kaolack,pd1,178,264
5,Kaolack,pd1,178,264
1,Kaolack,pd1,178,264
2,Kaolack,pd1,178,264
3,Kaolack,pd1,178,264
4,Kaolack,pd1,178,264
5,Kaolack,pd1,178,264
1,Kaolack,pd1,178,264
2,Kaolack,pd1,178,264
3,Kaolack,pd1,178,264
4,Kaolack,pd1,178,264
5,Kaolack,pd1,178,264
1,Kaolack,pd1,178,264
2,Kaolack,pd1,178,264
3,Kaolack,pd1,178,264
4,Kaolack,pd1,178,264
5,Kaolack,pd1,178,264
1,Kaolack,pd1,178,264
2,Kaolack,pd1,178,264
3,Kaolack,pd1,178,264
4,Kaolack,pd1,178,264
5,Kaolack,pd1,178,264
1,Kaolack,pd1,178,264
2,Kaolack,pd1,178,264
3,Kaolack,pd1,178,264
4,Kaolack,pd1,178,264
5,Kaolack,pd1,178,264
1,Kaolack,pd2,213,295
2,Kaolack,pd2,213,295
3,Kaolack,pd2,213,295
4,Kaolack,pd2,213,295
5,Kaolack,pd2,213,295
1,Kaolack,pd2,213,295
2,Kaolack,pd2,213,295
3,Kaolack,pd2,213,295
4,Kaolack,pd2,213,295
5,Kaolack,pd2,213,295
1,Kaolack,pd2,213,295
2,Kaolack,pd2,213,295
3,Kaolack,pd2,213,295
4,Kaolack,pd2,213,295
5,Kaolack,pd2,213,295
1,Kaolack,pd2,213,295
2,Kaolack,pd2,213,295
3,Kaolack,pd2,213,295
4,Kaolack,pd2,213,295
5,Kaolack,pd2,213,295
1,Kaolack,pd2,213,295
2,Kaolack,pd2,213,295
3,Kaolack,pd2,213,295
4,Kaolack,pd2,213,295
5,Kaolack,pd2,213,295
1,Kaolack,pd2,213,295
2,Kaolack,pd2,213,295
3,Kaolack,pd2,213,295
4,Kaolack,pd2,213,295
5,Kaolack,pd2,213,295
1,Kaolack,pd3,234,314
2,Kaolack,pd3,234,314
3,Kaolack,pd3,234,314
4,Kaolack,pd3,234,314
5,Kaolack,pd3,234,314
1,Kaolack,pd3,234,314
2,Kaolack,pd3,234,314
3,Kaolack,pd3,234,314
4,Kaolack,pd3,234,314
5,Kaolack,pd3,234,314
1,Kaolack,pd3,234,314
2,Kaolack,pd3,234,314
3,Kaolack,pd3,234,314
4,Kaolack,pd3,234,314
5,Kaolack,pd3,234,314
1,Kaolack,pd3,234,314
2,Kaolack,pd3,234,314
3,Kaolack,pd3,234,314
4,Kaolack,pd3,234,314
5,Kaolack,pd3,234,314
1,Kaolack,pd3,234,314
2,Kaolack,pd3,234,314
3,Kaolack,pd3,234,314
4,Kaolack,pd3,234,314
5,Kaolack,pd3,234,314
1,Kaolack,pd3,234,314
2,Kaolack,pd3,234,314
3,Kaolack,pd3,234,314
4,Kaolack,pd3,234,314
5,Kaolack,pd3,234,314
1,Thies,pd1,200,280
2,Thies,pd1,200,280
3,Thies,pd1,200,280
4,Thies,pd1,200,280
5,Thies,pd1,200,280
1,Thies,pd1,200,280
2,Thies,pd1,200,280
3,Thies,pd1,200,280
4,Thies,pd1,200,280
5,Thies,pd1,200,280
1,Thies,pd1,200,280
2,Thies,pd1,200,280
3,Thies,pd1,200,280
4,Thies,pd1,200,280
5,Thies,pd1,200,280
1,Thies,pd1,200,280
2,Thies,pd1,200,280
3,Thies,pd1,200,280
4,Thies,pd1,200,280
5,Thies,pd1,200,280
1,Thies,pd1,200,280
2,Thies,pd1,200,280
3,Thies,pd1,200,280
4,Thies,pd1,200,280
5,Thies,pd1,200,280
1,Thies,pd1,200,280
2,Thies,pd1,200,280
3,Thies,pd1,200,280
4,Thies,pd1,200,280
5,Thies,pd1,200,280
1,Thies,pd2,234,312
2,Thies,pd2,234,312
3,Thies,pd2,234,312
4,Thies,pd2,234,312
5,Thies,pd2,234,312
1,Thies,pd2,234,312
2,Thies,pd2,234,312
3,Thies,pd2,234,312
4,Thies,pd2,234,312
5,Thies,pd2,234,312
1,Thies,pd2,234,312
2,Thies,pd2,234,312
3,Thies,pd2,234,312
4,Thies,pd2,234,312
5,Thies,pd2,234,312
1,Thies,pd2,234,312
2,Thies,pd2,234,312
3,Thies,pd2,234,312
4,Thies,pd2,234,312
5,Thies,pd2,234,312
1,Thies,pd2,234,312
2,Thies,pd2,234,312
3,Thies,pd2,234,312
4,Thies,pd2,234,312
5,Thies,pd2,234,312
1,Thies,pd2,234,312
2,Thies,pd2,234,312
3,Thies,pd2,234,312
4,Thies,pd2,234,312
5,Thies,pd2,234,312
1,Thies,pd3,254,320
2,Thies,pd3,254,320
3,Thies,pd3,254,320
4,Thies,pd3,254,320
5,Thies,pd3,254,320
1,Thies,pd3,254,320
2,Thies,pd3,254,320
3,Thies,pd3,254,320
4,Thies,pd3,254,320
5,Thies,pd3,254,320
1,Thies,pd3,254,320
2,Thies,pd3,254,320
3,Thies,pd3,254,320
4,Thies,pd3,254,320
5,Thies,pd3,254,320
1,Thies,pd3,254,320
2,Thies,pd3,254,320
3,Thies,pd3,254,320
4,Thies,pd3,254,320
5,Thies,pd3,254,320
1,Thies,pd3,254,320
2,Thies,pd3,254,320
3,Thies,pd3,254,320
4,Thies,pd3,254,320
5,Thies,pd3,254,320
1,Thies,pd3,254,320
2,Thies,pd3,254,320
3,Thies,pd3,254,320
4,Thies,pd3,254,320
5,Thies,pd3,254,320
1,Thies,pd1,203,283
2,Thies,pd1,203,283
3,Thies,pd1,203,283
4,Thies,pd1,203,283
5,Thies,pd1,203,283
1,Thies,pd1,203,283
2,Thies,pd1,203,283
3,Thies,pd1,203,283
4,Thies,pd1,203,283
5,Thies,pd1,203,283
1,Thies,pd1,203,283
2,Thies,pd1,203,283
3,Thies,pd1,203,283
4,Thies,pd1,203,283
5,Thies,pd1,203,283
1,Thies,pd1,203,283
2,Thies,pd1,203,283
3,Thies,pd1,203,283
4,Thies,pd1,203,283
5,Thies,pd1,203,283
1,Thies,pd1,203,283
2,Thies,pd1,203,283
3,Thies,pd1,203,283
4,Thies,pd1,203,283
5,Thies,pd1,203,283
1,Thies,pd1,203,283
2,Thies,pd1,203,283
3,Thies,pd1,203,283
4,Thies,pd1,203,283
5,Thies,pd1,203,283
1,Thies,pd2,237,316
2,Thies,pd2,237,316
3,Thies,pd2,237,316
4,Thies,pd2,237,316
5,Thies,pd2,237,316
1,Thies,pd2,237,316
2,Thies,pd2,237,316
3,Thies,pd2,237,316
4,Thies,pd2,237,316
5,Thies,pd2,237,316
1,Thies,pd2,237,316
2,Thies,pd2,237,316
3,Thies,pd2,237,316
4,Thies,pd2,237,316
5,Thies,pd2,237,316
1,Thies,pd2,237,316
2,Thies,pd2,237,316
3,Thies,pd2,237,316
4,Thies,pd2,237,316
5,Thies,pd2,237,316
1,Thies,pd2,237,316
2,Thies,pd2,237,316
3,Thies,pd2,237,316
4,Thies,pd2,237,316
5,Thies,pd2,237,316
1,Thies,pd2,237,316
2,Thies,pd2,237,316
3,Thies,pd2,237,316
4,Thies,pd2,237,316
5,Thies,pd2,237,316
1,Thies,pd3,256,273
2,Thies,pd3,256,273
3,Thies,pd3,256,273
4,Thies,pd3,256,273
5,Thies,pd3,256,273
1,Thies,pd3,256,273
2,Thies,pd3,256,273
3,Thies,pd3,256,273
4,Thies,pd3,256,273
5,Thies,pd3,256,273
1,Thies,pd3,256,273
2,Thies,pd3,256,273
3,Thies,pd3,256,273
4,Thies,pd3,256,273
5,Thies,pd3,256,273
1,Thies,pd3,256,273
2,Thies,pd3,256,273
3,Thies,pd3,256,273
4,Thies,pd3,256,273
5,Thies,pd3,256,273
1,Thies,pd3,256,273
2,Thies,pd3,256,273
3,Thies,pd3,256,273
4,Thies,pd3,256,273
5,Thies,pd3,256,273
1,Thies,pd3,256,273
2,Thies,pd3,256,273
3,Thies,pd3,256,273
4,Thies,pd3,256,273
5,Thies,pd3,256,273
1,Kolda,pd1,161,293
2,Kolda,pd1,161,293
3,Kolda,pd1,161,293
4,Kolda,pd1,161,293
5,Kolda,pd1,161,293
1,Kolda,pd1,161,293
2,Kolda,pd1,161,293
3,Kolda,pd1,161,293
4,Kolda,pd1,161,293
5,Kolda,pd1,161,293
1,Kolda,pd1,161,293
2,Kolda,pd1,161,293
3,Kolda,pd1,161,293
4,Kolda,pd1,161,293
5,Kolda,pd1,161,293
1,Kolda,pd1,161,293
2,Kolda,pd1,161,293
3,Kolda,pd1,161,293
4,Kolda,pd1,161,293
5,Kolda,pd1,161,293
1,Kolda,pd1,161,293
2,Kolda,pd1,161,293
3,Kolda,pd1,161,293
4,Kolda,pd1,161,293
5,Kolda,pd1,161,293
1,Kolda,pd1,161,293
2,Kolda,pd1,161,293
3,Kolda,pd1,161,293
4,Kolda,pd1,161,293
5,Kolda,pd1,161,293
1,Kolda,pd2,197,327
2,Kolda,pd2,197,327
3,Kolda,pd2,197,327
4,Kolda,pd2,197,327
5,Kolda,pd2,197,327
1,Kolda,pd2,197,327
2,Kolda,pd2,197,327
3,Kolda,pd2,197,327
4,Kolda,pd2,197,327
5,Kolda,pd2,197,327
1,Kolda,pd2,197,327
2,Kolda,pd2,197,327
3,Kolda,pd2,197,327
4,Kolda,pd2,197,327
5,Kolda,pd2,197,327
1,Kolda,pd2,197,327
2,Kolda,pd2,197,327
3,Kolda,pd2,197,327
4,Kolda,pd2,197,327
5,Kolda,pd2,197,327
1,Kolda,pd2,197,327
2,Kolda,pd2,197,327
3,Kolda,pd2,197,327
4,Kolda,pd2,197,327
5,Kolda,pd2,197,327
1,Kolda,pd2,197,327
2,Kolda,pd2,197,327
3,Kolda,pd2,197,327
4,Kolda,pd2,197,327
5,Kolda,pd2,197,327
1,Kolda,pd3,217,347
2,Kolda,pd3,217,347
3,Kolda,pd3,217,347
4,Kolda,pd3,217,347
5,Kolda,pd3,217,347
1,Kolda,pd3,217,347
2,Kolda,pd3,217,347
3,Kolda,pd3,217,347
4,Kolda,pd3,217,347
5,Kolda,pd3,217,347
1,Kolda,pd3,217,347
2,Kolda,pd3,217,347
3,Kolda,pd3,217,347
4,Kolda,pd3,217,347
5,Kolda,pd3,217,347
1,Kolda,pd3,217,347
2,Kolda,pd3,217,347
3,Kolda,pd3,217,347
4,Kolda,pd3,217,347
5,Kolda,pd3,217,347
1,Kolda,pd3,217,347
2,Kolda,pd3,217,347
3,Kolda,pd3,217,347
4,Kolda,pd3,217,347
5,Kolda,pd3,217,347
1,Kolda,pd3,217,347
2,Kolda,pd3,217,347
3,Kolda,pd3,217,347
4,Kolda,pd3,217,347
5,Kolda,pd3,217,347
